CNPJ_CARGA,CODIGO_CARGA,NOME_EMPRESARIAL,Média de Consumo_kWh,PERIODO_COMERCIALIZACAO,CLASSE_PERFIL_AGENTE
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,961.6476,11,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,8.8255,12,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,393.6477777777777,13,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,600.1661818181818,14,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,924.8608,15,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,682.0224000000001,16,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,716.6536666666666,17,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,1626.3721666666668,18,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,1088.7682222222222,19,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,1037.7392857142856,20,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,1241.708375,21,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,938.1902857142858,22,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,441.9175714285715,23,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1435.7212142857145,0,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1486.050857142857,1,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1223.4560714285715,2,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1344.1355,3,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1361.1998928571427,4,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1422.1005714285716,5,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1366.5470000000003,6,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1529.7607857142862,7,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1455.3025357142863,8,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1420.1578928571428,9,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1467.7968571428573,10,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1513.37625,11,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1541.8828928571427,12,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1487.8231785714286,13,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1521.4075714285711,14,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1411.1838214285713,15,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1370.9285714285713,16,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1535.1011428571426,17,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1477.3827500000002,18,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1360.993607142857,19,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1362.5027142857145,20,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1427.6079642857142,21,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1352.1141428571427,22,Consumidor Livre
2709449000825,70061,PETROBRAS TRANSPORTE S.A - TRANSPETRO,1476.0866785714284,23,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,182.2011071428571,0,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,204.42160714285714,1,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,181.92417857142854,2,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,213.0025,3,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,193.0067857142857,4,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,169.27524999999994,5,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,195.81342857142857,6,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,213.35985714285707,7,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,225.2033214285714,8,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,237.85203571428568,9,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,222.35225000000005,10,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,238.26278571428568,11,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,234.82714285714283,12,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,233.51857142857145,13,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,218.62646428571432,14,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,226.8623571428571,15,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,194.51274999999995,16,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,191.2338214285715,17,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,189.658,18,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,229.12567857142855,19,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,222.70410714285708,20,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,212.86860714285712,21,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,194.87246428571422,22,Consumidor Livre
16933590003322,70195,MINASLIGAS S.A.,202.31128571428567,23,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3267.291333333333,0,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,1275.283,1,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,2175.56475,2,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,1317.011,3,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3488.4811999999997,4,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,2533.2981052631576,5,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3855.8352222222215,6,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3049.5177500000004,7,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3442.28909090909,8,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,2165.284571428572,9,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3316.5561666666667,10,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,2259.8481428571426,11,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3771.722555555555,12,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,2855.468928571428,13,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,2797.6169411764704,14,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3846.5056666666665,15,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,2756.086272727273,16,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,2773.80175,17,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,2022.5283333333334,18,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,1718.66725,19,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,4886.9186666666665,20,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3136.5433333333335,21,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3384.536,22,Consumidor Livre
15141799004362,70261,CIA DE FERRO LIGAS DA BAHIA FERBASA,3439.1802857142857,23,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,2176.9183333333335,0,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3404.065666666667,1,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3204.8240000000005,3,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3647.9083333333333,4,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3002.991,5,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3129.7284,6,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,2839.8682,8,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3494.9456666666665,9,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3790.932,10,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3187.373,11,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,2338.4562,12,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3016.3525,13,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,2736.592,14,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,2858.695,15,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3362.4193333333333,16,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,2875.612,17,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3183.0733333333333,18,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3648.785,19,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,1553.1828,20,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3563.632,21,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3248.827,22,Consumidor Livre
42509257000113,70489,MINERACAO CARAIBA S/A,3703.4215000000004,23,Consumidor Livre
50221019005790,70666,HNK BR INDUSTRIA DE BEBIDAS LTDA.,2103.3863333333334,0,Consumidor Livre
50221019005790,70666,HNK BR INDUSTRIA DE BEBIDAS LTDA.,1508.1882,1,Consumidor Livre
50221019005790,70666,HNK BR INDUSTRIA DE BEBIDAS LTDA.,750.5493333333334,2,Consumidor Livre
